id_number,Title flag,movie_name,year, budget , domestic , international ,rating,storytype,source,production_method,genre,sequel,Release Date,Director,Director FB Like,Actor 1 Name,Actor 1 FB Like,Actor 2 Name,Actor 2 FB Like,Actor 3 Name,Actor 3 FB Like,Total Cast FB Like,Movie FB Like,IMDB Score,directors_avg_bo,actor_1_avg_bo,actor_2_avg_bo,actor_3_avg_bo
222070100,0,The Big Short,2015,28000000,70259870,62902882.00,R,Historical Fiction,Factual Book/Real Events,Live Action,Drama,0, ,Adam McKay,285,Ryan Gosling,33000,Christian Bale,23000,Charlie Talbert,767,57308,99000,7.8,153524858.8,64602370,304208634.8,133162752
221750100,0,The Boss,2015,29000000,63077560,15574835.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, ,Ben Falcone,265,Peter Dinklage,22000,Tyler Labine,779,Ben Falcone,265,23562,0,5.3,87530025,313249256.6,329979322,87530025
225840100,0,The Boy,2015,10000000,35819556,32401396.00,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0, ,William Brent Bell,19,Lauren Cohan,4000,Rupert Evans,334,Stephanie Lemelin,130,4687,20000,6,45704229,468190573,53606622,68220952
204320100,0,The Brothers Grimsby,2015,35000000,6864016,21857392.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
201670100,0,The Divergent Series: Allegiant,2015,110000000,66184051,105300000.00,PG-13,Science Fiction,Fiction Book/Short Story,Live Action,Action,1, , , , , , , , , , , , , ,,,
201640100,0,The Divergent Series: Insurgent,2015,110000000,130179072,165100000.00,PG-13,Science Fiction,Fiction Book/Short Story,Live Action,Action,1, , , , , , , , , , , , , ,,,
237720100,0,The Dressmaker,2015,11900000,2022115,22019502.00,R,Contemporary Fiction,Fiction Book/Short Story,Live Action,Drama,0, , , , , , , , , , , , , ,,,
208660100,0,The Gunman,2015,40000000,10664749,2979543.00,R,Contemporary Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,0, ,Pierre Morel,180,Ray Winstone,1000,Mark Rylance,535,Jasmine Trinca,87,1686,0,5.8,97908348.33,204559557.2,125386663,13644292
211850100,0,The Hateful Eight,2015,62000000,54117416,91325944.00,R,Historical Fiction,Original Screenplay,Live Action,Western,0, ,Quentin Tarantino,16000,Craig Stark,46000,Jennifer Jason Leigh,1000,Zoë Bell,1000,49912,114000,7.9,304102315.7,145443360,74913449,161182594
178300100,0,The Hunger Graphic Novel/Games: Mockingjay - Part 2,2015,160000000,281723902,368799525.00,PG-13,Science Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,1, , , , , , , , , , , , , ,,,
204330100,0,The Intern,2015,40000000,75764672,121468062.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, ,Nancy Meyers,278,Robert De Niro,22000,Anne Hathaway,11000,Rene Russo,808,36010,54000,7.2,201211529,87957310.63,304749651.8,197232734
212330100,0,The Last Witch Hunter,2015,80000000,27367660,103866746.00,PG-13,Fantasy,Original Screenplay,Live Action,Action,0, ,Breck Eisner,42,Vin Diesel,14000,Joseph Gilgun,788,Lotte Verbeek,612,16922,21000,6,93839970,459554672.7,61169036,131234406
239390100,0,The Little Prince,2015,77500000,1311213,102218295.00,PG,Kids Fiction,Fiction Book/Short Story,Animation,Adventure,0, ,Mark Osborne,54,Jeff Bridges,12000,James Franco,11000,Mackenzie Foy,6000,30230,31000,7.8,367720019.5,166272223.3,173610214,363094023.7
187850100,0,The Longest Ride,2015,34000000,37446117,26356811.00,PG-13,Contemporary Fiction,Fiction Book/Short Story,Live Action,Drama,0, ,George Tillman Jr.,88,Tiago Riani,989,Melissa Benoist,970,Hayley Lovitt,954,3386,23000,7.1,49797936.5,63802928,35652030,63802928
221610100,0,The Lovers,2015,35000000,,11106.00,PG-13,Historical Fiction,Original Screenplay,Live Action,Adventure,0, ,Roland Joffé,596,Tamsin Egerton,622,Alice Englert,525,Bipasha Basu,283,1982,677,4.5,2016048,11106,11106,11106
204270100,0,The Man From U.N.C.L.E.,2015,75000000,45445109,60000000.00,PG-13,Historical Fiction,TV,Live Action,Action,0, ,Guy Ritchie,0,Henry Cavill,15000,Elizabeth Debicki,509,Christian Berkel,104,15735,43000,7.3,291835275.8,335925117.8,228242764,105445109
205110100,0,The Martian,2015,108000000,228433663,435418242.00,PG-13,Science Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,0, ,Ridley Scott,0,Matt Damon,13000,Donald Glover,801,Benedict Wong,372,14831,153000,8.1,269558962,210945433.1,663851905,347941257.5
213300100,0,The Nice Guys,2015,50000000,36261763,21000000.00,R,Historical Fiction,Original Screenplay,Live Action,Black Comedy,0, , , , , , , , , , , , , ,,,
206460100,0,The Night Before,2015,25000000,43035725,9391621.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
182820100,0,The Peanuts Movie,2015,99000000,130178411,120295627.00,G,Kids Fiction,Graphic Novel/Game,Animation,Adventure,0, ,Steve Martino,20,Francesca Capaldi,144,Venus Schultheis,42,Bill Melendez,36,309,33000,7.2,565119587.5,250474038,250474038,250474038
222930100,0,The Perfect Guy,2015,18000000,57017904,3246901.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0, , , , , , , , , , , , , ,,,
210820100,0,The Revenant,2015,135000000,183637894,349312609.00,R,Dramatization,Fiction Book/Short Story,Live Action,Adventure,0,2009-08-16,Alejandro G. Iñárritu,0,Leonardo DiCaprio,29000,Tom Hardy,27000,Lukas Haas,733,57108,190000,8.1,198243583.3,327221779.8,341732726.4,315678679
205230100,0,The Second Best Exotic Marigold Hotel,2015,10000000,33078266,57306040.00,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, ,John Madden,108,Tina Desai,220,Celia Imrie,186,Ronald Pickup,111,583,21000,6.6,90542713.33,90384306,112512043,90384306
190180100,0,The Secret Life of Pets,2015,75000000,368384330,507568429.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,0, ,Yarrow Cheney,11,Steve Coogan,1000,Eric Stonestreet,904,Albert Brooks,745,4782,36000,6.8,875952759,495964049.7,525657168.5,307502765.8
213560100,0,The Transporter Refueled,2015,22000000,16029670,53668825.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0, ,Camille Delamarre,11,Ed Skrein,805,Noémie Lenoir,173,Radivoje Bukvic,150,1411,0,5.1,71559859.5,435363872,163142188.5,69698495
209300100,0,The Vatican Tapes,2015,13000000,1784763,13214875.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0, ,Mark Neveldine,83,Djimon Hounsou,3000,Alison Lohman,1000,Dougray Scott,794,7875,0,4.5,62535986.25,246465535.4,35681333.8,111453155.8
207440100,0,The Walk,2015,35000000,10137502,51035862.00,PG,Dramatization,Factual Book/Real Events,Live Action,Drama,0, ,Robert Zemeckis,0,Joseph Gordon-Levitt,23000,Soleyman Pierini,22,Jade Kindar-Martin,6,23031,24000,7.4,138909005.7,281609433,61173364,61173364
193820100,0,The Young Messiah,2015,16800000,6469813,843884.00,PG-13,Dramatization,Graphic Novel/Game,Live Action,Drama,0, ,Cyrus Nowrasteh,19,Clive Russell,241,Vincent Walsh,118,Finn Ireland,107,824,0,5.4,7313697,7313697,7313697,7313697
224750100,1,Tian jiang xiong shi,2015,65000000,74070,122445804.00,R,Historical Fiction,Original Screenplay,Live Action,Action,0, , , , , , , , , , , , , ,,,
217380100,0,Trainwreck,2015,35000000,110038130,30911197.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, ,Judd Apatow,0,Amy Schumer,492,Randall Park,392,Josh Segarra,213,1450,25000,6.3,130579191.5,140949327,85202650.75,140949327
213900100,0,Triple 9,2015,20000000,12639297,13304495.00,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0, ,John Hillcoat,214,Kate Winslet,14000,Norman Reedus,12000,Clifton Collins Jr.,968,27214,0,6.3,20154710.67,85143699.58,47877705,118492142.2
216620100,0,Tulip Fever,2015,25000000,2425664,1426818.00,R,Historical Fiction,Fiction Book/Short Story,Live Action,Drama,0, , , , , , , , , , , , , ,,,
213710100,0,Vacation,2015,31000000,58884188,41771704.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,2008-06-07,John Francis Daley,0,Chris Hemsworth,26000,Norman Reedus,12000,Beverly D'Angelo,816,40312,28000,6.1,100655892,401729397.5,47877705,53883761.5
220150100,0,War Dogs,2015,50000000,43034523,40000000.00,R,Dramatization,Factual Book/Real Events,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
150020100,0,Warcraft,2015,160000000,47225655,385900000.00,PG-13,Fantasy,Graphic Novel/Game,Live Action,Action,0, ,Duncan Jones,0,Dominic Cooper,3000,Callum Rennie,716,Ruth Negga,648,5505,89000,7.3,286777077,177845406.6,208278058.8,433125655
221130100,0,When the Bough Breaks,2015,10000000,29747603,881904.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0, , , , , , , , , , , , , ,,,
227490100,0,Yip Man 3,2015,36000000,2679437,154155760.00,PG-13,Historical Fiction,Factual Book/Real Events,Live Action,Action,1, , , , , , , , , , , , , ,,,
143270100,0,Zoolander 2,2015,50000000,28848693,26500000.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1, ,Ben Stiller,0,Milla Jovovich,14000,Will Ferrell,8000,Justin Theroux,1000,24107,28000,4.8,144950603,98430908.4,153349415.7,39754313.5
191190100,0,22 Jump Street,2014,50000000,191719337,139614539.00,R,Contemporary Fiction,TV,Live Action,Comedy,1, ,Phil Lord,97,Channing Tatum,17000,Craig Roberts,920,Amber Stevens West,584,19428,24000,7.1,307175842.5,133407955.8,205599062.7,244564040.5
191960100,0,A Million Ways to Die in The West,2014,40000000,42720965,44057592.00,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0, ,Seth MacFarlane,3000,Liam Neeson,14000,Charlize Theron,9000,Seth MacFarlane,3000,28927,24000,6.1,286605924,183128891.3,200285717.6,210274116.4
215510100,0,A Most Violent Year,2014,20000000,5749134,322299.00,R,Historical Fiction,Original Screenplay,Live Action,Drama,0, ,J.C. Chandor,78,David Oyelowo,1000,Ashley Williams,969,Albert Brooks,745,3979,0,7,6071433,166745043,35577774.5,307502765.8
202630100,0,A Most Wanted Man,2014,15000000,17237855,18831035.00,R,Contemporary Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,0, ,Anton Corbijn,210,Philip Seymour Hoffman,22000,Nina Hoss,164,Homayoun Ershadi,123,22574,13000,6.8,52009806.5,246318902.6,36068890,36068890
185680100,0,About Last Night,2014,13000000,48637684,1808176.00,R,Contemporary Fiction,Live/Live Adaptation,Live Action,Romantic Comedy,0, ,Steve Pink,38,Joe Lo Truglio,833,Regina Hall,807,Bryan Callen,460,2800,0,6.1,42955403.67,167114656.6,103139544.3,102089830
121740100,0,Accidental Love,2014,26000000,,135436.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, ,David O. Russell,737,Jake Gyllenhaal,15000,Kirstie Alley,980,Beverly D'Angelo,816,19068,0,4,144964526,64297919,135436,53883761.5
204260100,0,Aloha,2014,37000000,21052030,3883769.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0, ,Cameron Crowe,488,Emma Stone,15000,Bradley Cooper,14000,Bill Murray,13000,44037,11000,5.4,71832436,256679230.2,244882066.7,180523120
209270100,0,American Sniper,2014,58000000,350126372,197200000.00,R,Dramatization,Factual Book/Real Events,Live Action,Drama,0, ,Clint Eastwood,16000,Bradley Cooper,14000,Leonard Roberts,962,Keir O'Donnell,318,16277,112000,7.3,160761187.8,244882066.7,547326372,547326372
205720100,0,And So It Goes,2014,18000000,15160801,2601240.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, ,Rob Reiner,0,Yaya DaCosta,712,Annie Parisse,341,Frankie Valli,197,1673,3000,5.7,65619826.33,41576267,17762041,17762041
189420100,0,Annie,2014,65000000,85911262,53929263.00,PG,Contemporary Fiction,Remake,Live Action,Musical,0, ,Will Gluck,87,Quvenzhané Wallis,2000,Dorian Missick,1000,David Zayas,929,4796,16000,5.2,143218208,160432934,104775361.5,94709679
205930100,0,Automata,2014,15000000,,6775458.00,R,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0, ,Gabe Ibáñez,19,Birgitte Hjort Sørensen,1000,Robert Forster,889,Melanie Griffith,537,2829,13000,6.1,6775458,146953129.5,29155241.33,6775458
126660100,0,Big Eyes,2014,10000000,14482031,12835841.00,PG-13,Dramatization,Factual Book/Real Events,Live Action,Drama,0, ,Tim Burton,13000,Christoph Waltz,11000,Danny Huston,430,Jon Polito,309,12418,20000,7,343040609.5,279218686,45688161.75,27317872
191970100,0,Big Hero 6,2014,165000000,222527828,429600000.00,PG,Super Hero,Original Screenplay,Animation,Adventure,0, ,Don Hall,38,Damon Wayans Jr.,756,Daniel Henney,719,Abraham Benrubi,562,2963,41000,7.9,652127828,261272173.7,652127828,350690294.5
205950100,0,Birdman or (The Unexpected Virtue of Ignorance),2014,18000000,42340598,60874496.00,R,Fantasy,Original Screenplay,Live Action,Black Comedy,0, ,Alejandro G. Iñárritu,0,Emma Stone,15000,Naomi Watts,6000,Merritt Wever,529,21668,114000,7.8,198243583.3,256679230.2,61968986.4,103215094
200580100,0,Blackhat,2014,70000000,7889395,11659024.00,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0, ,Michael Mann,0,Chris Hemsworth,26000,Archie Kao,326,Brandon Molale,301,28129,11000,5.4,115915564,401729397.5,19548419,61824661
141410100,0,Blended,2014,45000000,46290741,81700000.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0, ,Frank Coraci,153,Bella Thorne,35000,Adam Sandler,11000,Joel McHale,734,49743,12000,6.5,152430153.3,159630152.7,208444871.5,59148811
203520100,0,Brick Mansions,2014,28000000,20396829,53024395.00,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0, ,Camille Delamarre,11,Paul Walker,23000,Robert Maillet,727,RZA,561,25387,0,5.7,71559859.5,354938571.9,285929718,110873375.7
220510100,0,Brooklyn,2014,11000000,38322743,23753398.00,PG-13,Historical Fiction,Fiction Book/Short Story,Live Action,Drama,0, ,John Crowley,34,Julie Walters,838,Fiona Glascott,55,Eva Birthistle,54,995,36000,7.5,62076141,306270771.2,62076141,62076141
211390100,0,Burnt,2014,20000000,13651946,18980722.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, ,John Wells,53,Bradley Cooper,14000,Omar Sy,1000,Riccardo Scamarcio,580,16926,25000,6.6,41685739,244882066.7,572010061,32632668
174890100,0,Captain America: The Winter Soldier,2014,170000000,259746958,454654931.00,PG-13,Super Hero,Graphic Novel/Game,Live Action,Action,1, ,Anthony Russo,94,Scarlett Johansson,19000,Chris Evans,11000,Hayley Atwell,2000,36188,55000,7.8,666036131.3,465751806.4,258357869.5,436804235.2
212070100,0,Child 44,2014,50000000,1224330,2210000.00,R,Contemporary Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,0, ,Daniel Espinosa,79,Tom Hardy,27000,Fares Fares,254,Michael Nardone,194,27666,18000,6.4,105988246,341732726.4,3434330,3434330
194130100,0,Cinderella,2014,95000000,201151353,333400000.00,PG,Fantasy,Fiction Book/Short Story,Live Action,Drama,0,2011-10-30,Kenneth Branagh,0,Hayley Atwell,2000,Derek Jacobi,520,Lily James,502,4671,56000,7,371751794.3,436804235.2,135711465.2,419910718
216770100,0,Danny Collins,2014,10000000,5637066,1864066.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, ,Dan Fogelman,102,Al Pacino,14000,Jennifer Garner,3000,Melissa Benoist,970,18712,0,7.1,7501132,83528958.86,55280663.43,35652030
176950100,0,Dawn of the Planet of the Apes,2014,170000000,208545589,502098977.00,PG-13,Science Fiction,Remake,Animation/Live Action,Adventure,1, ,Matt Reeves,198,Gary Oldman,10000,Judy Greer,2000,Kodi Smit-McPhee,884,14363,45000,7.6,303405730.3,241813574.3,349881203.1,282344875.7
191600100,0,Deliver Us from Evil,2014,30000000,30577122,57379496.00,R,Fantasy,Factual Book/Real Events,Live Action,Horror,0,2006-06-24,Scott Derrickson,301,Olivia Munn,2000,Dorian Missick,1000,Edgar Ramírez,897,5697,18000,6.2,160511798,66913632.75,104775361.5,159942168.3
180590100,0,Divergent,2014,85000000,150947895,125067070.00,PG-13,Science Fiction,Fiction Book/Short Story,Live Action,Adventure,0, ,Neil Burger,168,Kate Winslet,14000,Theo James,5000,Mekhi Phifer,1000,22226,49000,6.7,120024664.7,85143699.58,218197447.5,108995375
193640100,0,Dolphin Tale 2,2014,36000000,42024533,15800000.00,PG,Kids Fiction,Original Screenplay,Live Action,Drama,1, ,Charles Martin Smith,188,Morgan Freeman,11000,Taylor Blackwell,641,Harry Connick Jr.,631,13904,0,6.4,76946628.5,251062110.2,57824533,103220978.3
142980100,0,Dracula Untold,2014,70000000,55991880,164249843.00,PG-13,Fantasy,Fiction Book/Short Story,Live Action,Action,0, ,Gary Shore,28,Dominic Cooper,3000,Sarah Gadon,692,Zach McGowan,423,5178,37000,6.3,220241723,177845406.6,99805346.5,220241723
200850100,0,Draft Day,2014,25000000,28842237,1005243.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0, ,Ivan Reitman,425,Jennifer Garner,3000,Chi McBride,466,Patrick St. Esprit,148,3757,14000,6.8,79949471.33,55280663.43,29847480,29847480
200420100,0,Dumb and Dumber To,2014,40000000,86208010,70345582.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1, ,Bobby Farrelly,101,Bill Murray,13000,Kathleen Turner,899,Rob Riggle,839,16179,55000,5.7,99259772,180523120,202182801.5,132640518.1
210040100,0,Elsa & Fred,2014,10000000,67657,41487.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, ,Michael Radford,53,Chris Noth,962,Jared Gilman,545,James Brolin,499,3465,0,6.5,109144,236679060,109144,12079803.67
192700100,0,Endless Love,2014,20000000,23438250,11279923.00,PG-13,Contemporary Fiction,Fiction Book/Short Story,Live Action,Drama,0, ,Shana Feste,19,Alex Pettyfer,15000,Bruce Greenwood,989,Rhys Wakefield,942,18760,0,6.3,27660080,83337902,183076082,69500963
212720100,0,Escobar: Paradise Lost,2014,17000000,195792,1778153.00,R,Historical Fiction,Original Screenplay,Live Action,Drama,0, ,Andrea Di Stefano,30,Josh Hutcherson,14000,Brady Corbet,287,Carlos Bardem,55,14492,0,6.6,1973945,396380137.1,5087036,1973945
192510100,0,Exodus: Gods and Kings,2014,140000000,65014513,203300000.00,PG-13,Historical Fiction,Religious Text,Live Action,Drama,0, ,Ridley Scott,0,Christian Bale,23000,María Valverde,893,Ben Mendelsohn,748,26490,51000,6.1,269558962,304208634.8,134158992,121284753.6
230990100,0,Freedom,2014,14500000,,812783.00,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,2009-08-01,Peter Cousens,5,Sharon Leal,467,David Rasche,220,Bart Shatto,124,994,998,6.2,812783,812783,39446740,812783
190820100,0,Furious 7,2014,190000000,351032910,1165715774.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1, ,James Wan,0,Jason Statham,26000,Paul Walker,23000,Vin Diesel,14000,79150,94000,7.2,617218885.3,188492095.1,354938571.9,459554672.7
190910100,0,Fury,2014,80000000,85755593,124497775.00,R,Historical Fiction,Original Screenplay,Live Action,Drama,0, ,David Ayer,452,Brad Pitt,11000,Logan Lerman,8000,Jim Parrack,697,20411,82000,7.6,219554252.8,187467695.6,135893409.6,210253368
196800100,0,Get on Up,2014,30000000,30569935,2769933.00,PG-13,Dramatization,Factual Book/Real Events,Live Action,Drama,0, ,Tate Taylor,150,Tika Sumpter,521,Josh Hopkins,491,Aunjanue Ellis,400,2060,11000,6.9,123229936,93536834,33339868,25093873.5
181590100,0,Godzilla,2014,160000000,200676069,328400000.00,PG-13,Science Fiction,Remake,Live Action,Action,0, , , , , , , , , , , , , ,,,
198800100,0,Gone Girl,2014,61000000,167767189,200800000.00,R,Contemporary Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,0, ,David Fincher,21000,Patrick Fugit,835,Sela Ward,812,Emily Ratajkowski,625,4348,146000,8.1,249115067.2,204160573,261813012,368567189
165370100,0,Guardians of the Galaxy,2014,170000000,333172112,437879223.00,PG-13,Super Hero,Graphic Novel/Game,Animation/Live Action,Adventure,0, ,James Gunn,571,Bradley Cooper,14000,Vin Diesel,14000,Djimon Hounsou,3000,32438,96000,8.1,391990839,244882066.7,459554672.7,246465535.4
209330100,0,Hitman: Agent 47,2014,35000000,22467450,59500000.00,R,Contemporary Fiction,Graphic Novel/Game,Live Action,Action,0, , , , , , , , , , , , , ,,,
180270100,0,Home,2014,130000000,177397510,208671880.00,PG,Kids Fiction,Fiction Book/Short Story,Animation,Adventure,0,2009-06-03,Tim Johnson,12,Jim Parsons,17000,Matt Jones,523,April Winchell,183,17883,26000,6.7,193844723,193844723,193844723,193844723
198210100,0,Horrible Bosses 2,2014,40000000,54445357,51500000.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1, ,Sean Anders,51,Kevin Spacey,18000,Christoph Waltz,11000,Lindsay Sloane,465,30571,12000,6.3,58147692.33,152413685.4,279218686,159181479
146900100,0,If I Stay,2014,11000000,50474843,27881327.00,PG-13,Contemporary Fiction,Fiction Book/Short Story,Live Action,Drama,0, ,R.J. Cutler,15,Chloë Grace Moretz,17000,Mireille Enos,1000,Stacy Keach,602,20466,15000,6.8,78356170,129462267.2,209415754.3,179356045
146640100,0,In the Heart of the Sea,2014,100000000,25020758,65400000.00,PG-13,Dramatization,Factual Book/Real Events,Live Action,Adventure,0, ,Ron Howard,2000,Chris Hemsworth,26000,Benjamin Walker,911,Frank Dillane,571,28328,27000,7,257724618.7,401729397.5,113955244,90420758
204250100,0,Inherent Vice,2014,20000000,8110975,6661371.00,R,Historical Fiction,Fiction Book/Short Story,Live Action,Drama,0, ,Paul Thomas Anderson,0,Martin Dew,204,Katherine Waterston,178,Serena Scott Thomas,175,707,18000,6.7,50257689.33,14772346,14772346,14772346
148030100,0,Interstellar,2014,165000000,188017894,479734528.00,PG-13,Science Fiction,Original Screenplay,Live Action,Adventure,0, ,Christopher Nolan,22000,Matthew McConaughey,11000,Anne Hathaway,11000,Mackenzie Foy,6000,31488,349000,8.6,738124317.4,165049698.2,304749651.8,363094023.7
198200100,0,Into the Storm,2014,50000000,47602194,102827177.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,2009-05-31,Steven Quale,77,Matt Walsh,490,Alycia Debnam-Carey,298,Scott Lawrence,159,1367,15000,5.8,152720268,113958760,150429371,150429371
193530100,0,Into the Woods,2014,56200000,128002372,75500000.00,PG,Fantasy,Fiction Book/Short Story,Animation/Live Action,Musical,0,2011-03-31,Rob Marshall,252,Johnny Depp,40000,Meryl Streep,11000,Anna Kendrick,10000,62837,90000,6,434225035,318217389.1,129166600.9,221659197.5
200410100,0,Jane Got a Gun,2014,25000000,1513793,1462843.00,R,Historical Fiction,Original Screenplay,Live Action,Western,0, ,Gavin O'Connor,149,Natalie Portman,20000,Noah Emmerich,617,Boyd Holbrook,439,21414,0,5.8,23544247.33,172464171.1,8548906.5,32542611.5
199800100,0,Jersey Boys,2014,40000000,47047013,18235719.00,R,Dramatization,Factual Book/Real Events,Live Action,Drama,0, ,Clint Eastwood,16000,Johnny Cannizzaro,880,Steve Schirripa,413,Scott Vance,235,2281,16000,6.9,160761187.8,65282732,65282732,65282732
212530100,0,John Wick,2014,30000000,43037835,33197166.00,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0, , , , , , , , , , , , , ,,,
189400100,0,Jupiter Ascending,2014,179000000,47482519,134500000.00,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0, ,Lana Wachowski,0,Channing Tatum,17000,Mila Kunis,15000,Eddie Redmayne,13000,47334,44000,5.4,137688490.5,133407955.8,217505157.7,82948054.4
189610100,0,Kingsman: The Secret Service,2014,94000000,128261724,276300000.00,R,Contemporary Fiction,Graphic Novel/Game,Live Action,Action,0, , , , , , , , , , , , , ,,,
205740100,0,Left Behind,2014,16000000,14019924,6749285.00,PG-13,Science Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,0, ,Vic Armstrong,179,Nicolas Cage,12000,Lea Thompson,1000,Quinton Aaron,734,15044,31000,3.1,20769209,125372848.6,34466679.5,119123083.3
202180100,0,Let's Be Cops,2014,17000000,82390774,54500000.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
204870100,0,Little Boy,2014,20000000,6485961,11198394.00,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0, ,Alejandro Monteverde,38,Tom Wilkinson,1000,Cary-Hiroyuki Tagawa,1000,Michael Rapaport,975,5705,15000,7.4,17684355,104131053.8,84700585,123706064.5
201180100,0,Lucy,2014,40000000,126573960,330933816.00,R,Science Fiction,Original Screenplay,Live Action,Action,0, ,Luc Besson,0,Scarlett Johansson,19000,Morgan Freeman,11000,Amr Waked,903,32325,83000,6.4,457507776,465751806.4,251062110.2,457507776
197730100,0,"McFarland, USA",2014,17000000,44480275,1227649.00,PG,Dramatization,Factual Book/Real Events,Live Action,Drama,0, ,Niki Caro,51,Morgan Saylor,427,Valente Rodriguez,234,Diana Maria Riva,89,952,21000,7.4,45707924,45707924,45707924,45707924
213380100,0,"Men, Women and Children",2014,16000000,705908,1000000.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
180630100,0,Minions,2014,74000000,336045770,831199596.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,0, ,Kyle Balda,22,Steve Carell,7000,Jon Hamm,4000,Steve Coogan,1000,13616,70000,6.4,1167245366,322269454.7,406350033.2,495964049.7
207150100,0,Mr. Turner,2014,14000000,3958546,21228480.00,R,Dramatization,Factual Book/Real Events,Live Action,Drama,0, ,Mike Leigh,608,Lesley Manville,149,Ruth Sheen,44,Karl Johnson,43,390,0,6.8,25187026,25187026,25187026,25187026
242240100,0,"Mune, le gardien de la lune",2014,17000000,,14534046.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,0, , , , , , , , , , , , , ,,,
178540100,0,Need for Speed,2014,66000000,43568507,150601112.00,PG-13,Contemporary Fiction,Graphic Novel/Game,Live Action,Action,0, ,Scott Waugh,76,Rami Malek,3000,Dominic Cooper,3000,Ramon Rodriguez,464,7081,32000,6.5,194169619,383098427.5,177845406.6,515344659
187390100,0,Night at the Museum: Secret of the Tomb,2014,127000000,113746621,242800000.00,PG,Fantasy,Original Screenplay,Live Action,Adventure,1, ,Shawn Levy,189,Robin Williams,49000,Rami Malek,3000,Steve Coogan,1000,53587,11000,6.2,256033627.9,204459557,383098427.5,495964049.7
175350100,0,Noah,2014,130000000,101200044,251631021.00,PG-13,Historical Fiction,Religious Text,Live Action,Drama,0, ,Darren Aronofsky,0,Anthony Hopkins,12000,Emma Watson,9000,Logan Lerman,8000,32355,71000,5.8,233186471,189583264.5,146183998.5,135893409.6
214770100,0,Our Brand is Crisis,2014,28000000,7002261,1590171.00,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0, ,David Gordon Green,234,Dominic Flores,1000,Zoe Kazan,962,Scoot McNairy,660,3944,0,6.1,43966873.25,8592432,4891217.5,159785396.8
197340100,0,Paddington,2014,55000000,76223578,183317852.00,PG,Kids Fiction,Fiction Book/Short Story,Animation/Live Action,Adventure,0, ,Paul King,17,Julie Walters,838,Matt Lucas,722,Sally Hawkins,594,3697,30000,7.2,259541430,306270771.2,274534230,125857728.7
