id_number,Title flag,movie_name,year, budget , domestic , international ,rating,storytype,source,production_method,genre,sequel,Release Date,Director,Director FB Like,Actor 1 Name,Actor 1 FB Like,Actor 2 Name,Actor 2 FB Like,Actor 3 Name,Actor 3 FB Like,Total Cast FB Like,Movie FB Like,IMDB Score,directors_avg_bo,actor_1_avg_bo,actor_2_avg_bo,actor_3_avg_bo
284970100,0,12 Strong,2017,35000000,20088384,2500000.00,R,Historical Fiction,Fiction Book/Short Story,Live Action,Drama,0, , , , , , , , , , , , , ,,,
278830100,0,A Bad Moms Christmas,2017,28000000,72110659,55600000.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1, , , , , , , , , , , , , ,,,
229540100,0,American Made,2017,50000000,51342000,84239390.00,R,Dramatization,Factual Book/Real Events,Live Action,Thriller/Suspense,0, , , , , , , , , , , , , ,,,
244890100,0,Atomic Blonde,2017,30000000,51573925,45100000.00,R,Historical Fiction,Graphic Novel/Game,Live Action,Thriller/Suspense,0, , , , , , , , , , , , , ,,,
141370100,0,Baby Driver,2017,34000000,107816745,120495064.00,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0, , , , , , , , , , , , , ,,,
237430100,0,Baywatch,2017,60000000,58060186,118473384.00,R,Contemporary Fiction,TV,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
226650100,0,Beauty and the Beast,2017,160000000,504014165,759095408.00,PG,Fantasy,Remake,Animation/Live Action,Musical,0,2009-11-04, , , , , , , , , , , , ,,,
225000100,0,Blade Runner 2049,2017,185000000,92014865,166923849.00,R,Science Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,1, , , , , , , , , , , , , ,,,
209070100,0,Captain Underpants: The First Epic Movie,2017,38000000,73921000,49340024.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,0, , , , , , , , , , , , , ,,,
141730100,0,CHiPS,2017,25000000,18600152,4590545.00,R,Contemporary Fiction,TV,Live Action,Action,0, , , , , , , , , , , , , ,,,
175700100,0,Coco,2017,175000000,201147465,455200000.00,PG,Kids Fiction,Fiction Book/Short Story,Animation,Adventure,0,2009-07-21, , , , , , , , , , , , ,,,
280970100,0,Daddy's Home 2,2017,70000000,103585112,72300000.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1, , , , , , , , , , , , , ,,,
284400100,0,Den of Thieves,2017,30000000,19136849,1300000.00,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0, , , , , , , , , , , , , ,,,
202250100,0,Despicable Me 3,2017,75000000,264624300,769749508.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,1, , , , , , , , , , , , , ,,,
144800100,0,Downsizing,2017,68000000,24339861,13297482.00,R,Science Fiction,Original Screenplay,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
240790100,0,Dunkirk,2017,150000000,188373161,316252837.00,PG-13,Dramatization,Original Screenplay,Live Action,Action,0, , , , , , , , , , , , , ,,,
274870100,0,"Everything, Everything",2017,10000000,34121140,11737190.00,PG-13,Contemporary Fiction,Fiction Book/Short Story,Live Action,Drama,0, , , , , , , , , , , , , ,,,
192300100,0,Ferdinand,2017,111000000,79456475,155688796.00,PG,Kids Fiction,Fiction Book/Short Story,Animation,Adventure,0, , , , , , , , , , , , , ,,,
264790100,0,Flatliners,2017,20000000,16877430,28192226.00,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,1, ,Joel Schumacher,541,Julia Roberts,8000,Oliver Platt,1000,Hope Davis,442,10493,0,6.6,61331411.5,97219462.89,99177543.6,15036069.25
207610100,0,Geostorm,2017,100000000,33700160,179200000.00,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0, , , , , , , , , , , , , ,,,
222050100,0,Ghost in the Shell,2017,110000000,40563557,127355290.00,PG-13,Science Fiction,Graphic Novel/Game,Live Action,Action,0, , , , , , , , , , , , , ,,,
263170100,0,Girls Trip,2017,28000000,115108515,25640257.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
211440100,0,Guardians of the Galaxy Vol 2,2017,200000000,389813101,473384643.00,PG-13,Super Hero,Graphic Novel/Game,Live Action,Action,1, , , , , , , , , , , , , ,,,
264810100,0,It,2017,35000000,327481748,369977480.00,R,Historical Fiction,Remake,Live Action,Horror,0, , , , , , , , , , , , , ,,,
265280100,0,Jigsaw,2017,10000000,38052832,64600000.00,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1, , , , , , , , , , , , , ,,,
230410100,0,John Wick: Chapter Two,2017,40000000,92029184,79500000.00,R,Contemporary Fiction,Original Screenplay,Live Action,Action,1, , , , , , , , , , , , , ,,,
213080100,0,Justice League,2017,300000000,227733120,427600000.00,PG-13,Super Hero,Graphic Novel/Game,Live Action,Action,0, , , , , , , , , , , , , ,,,
206470100,0,King Arthur: Legend of the Sword,2017,175000000,39175066,100837542.00,PG-13,Fantasy,Fiction Book/Short Story,Live Action,Adventure,0, , , , , , , , , , , , , ,,,
243120100,0,Kingsman: The Golden Circle,2017,104000000,100234838,308600000.00,R,Contemporary Fiction,Graphic Novel/Game,Live Action,Action,1, , , , , , , , , , , , , ,,,
282680100,0,Logan Lucky,2017,29000000,27778642,11433680.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
250110100,0,Marshall,2017,12000000,10051659,59774.00,PG-13,Dramatization,Factual Book/Real Events,Live Action,Drama,0, , , , , , , , , , , , , ,,,
235080100,0,Murder on the Orient Express,2017,55000000,102365263,247946947.00,PG-13,Historical Fiction,Remake,Live Action,Drama,0, , , , , , , , , , , , , ,,,
263270100,0,Only the Brave,2017,38000000,18324258,2412945.00,PG-13,Dramatization,Factual Book/Real Events,Live Action,Drama,0, , , , , , , , , , , , , ,,,
186210100,0,Pirates of the Caribbean: Dead Men Tell No Tales,2017,230000000,172558876,622200000.00,PG-13,Fantasy,Original Screenplay,Live Action,Adventure,1, , , , , , , , , , , , , ,,,
212770100,0,Power Rangers,2017,120000000,85364450,57000000.00,PG-13,Kids Fiction,TV,Live Action,Action,0, , , , , , , , , , , , , ,,,
298120100,0,"Roman J. Israel, Esq.",2017,22000000,11917581,,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0, , , , , , , , , , , , , ,,,
182010100,0,Smurfs: The Lost Village,2017,60000000,45153694,152247752.00,PG,Kids Fiction,Graphic Novel/Game,Animation,Adventure,1, , , , , , , , , , , , , ,,,
233010100,0,Snatched,2017,42000000,45852178,11999999.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
224140100,0,Spider-Man: Homecoming,2017,175000000,334198153,546005371.00,PG-13,Super Hero,Graphic Novel/Game,Live Action,Action,0, , , , , , , , , , , , , ,,,
285400100,0,Thank You for Your Service,2017,20000000,9479390,191524.00,R,Dramatization,Factual Book/Real Events,Live Action,Drama,0, , , , , , , , , , , , , ,,,
150620100,0,The Dark Tower,2017,60000000,50692621,60969470.00,PG-13,Science Fiction,Fiction Book/Short Story,Live Action,Western,1, , , , , , , , , , , , , ,,,
251040100,0,The Emoji Movie,2017,50000000,86087381,130530080.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,0, , , , , , , , , , , , , ,,,
289340100,0,The Foreigner,2017,35000000,34393507,106400000.00,R,Contemporary Fiction,Fiction Book/Short Story,Live Action,Action,0, , , , , , , , , , , , , ,,,
246610100,0,The Hitman's Bodyguard,2017,30000000,75468583,97310709.00,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0, , , , , , , , , , , , , ,,,
201840100,0,The Mummy,2017,195000000,80101125,330232201.00,PG-13,Historical Fiction,Fiction Book/Short Story,Live Action,Adventure,0, , , , , , , , , , , , , ,,,
283990100,0,The Post,2017,50000000,48544126,9660000.00,PG-13,Dramatization,Factual Book/Real Events,Live Action,Drama,0, , , , , , , , , , , , , ,,,
251050100,0,The Snowman,2017,35000000,6670765,36561515.00,R,Contemporary Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,0,2009-11-19, , , , , , , , , , , , ,,,
198220100,0,The Star,2017,20000000,40715377,20732423.00,PG,Kids Fiction,Religious Text,Animation,Adventure,0, , , , , , , , , , , , , ,,,
218480100,0,Thor: Ragnarok,2017,180000000,313493611,536545118.00,PG-13,Super Hero,Graphic Novel/Game,Live Action,Action,1, , , , , , , , , , , , , ,,,
263300100,0,Transformers: The Last Knight,2017,217000000,130168683,473800000.00,PG-13,Science Fiction,TV,Animation/Live Action,Action,1, , , , , , , , , , , , , ,,,
291980100,0,Tyler Perry's Boo 2! A Madea Halloween,2017,20000000,47319572,560000.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1, , , , , , , , , , , , , ,,,
232890100,0,Valerian and the City of a Thousand Planets,2017,180000000,40479370,174636774.00,PG-13,Science Fiction,Graphic Novel/Game,Live Action,Adventure,0, , , , , , , , , , , , , ,,,
202190100,0,War for the Planet of the Apes,2017,152000000,146880162,343400000.00,PG-13,Science Fiction,Original Screenplay,Animation/Live Action,Action,1, , , , , , , , , , , , , ,,,
106850100,0,Wonder Woman,2017,150000000,412563408,404449407.00,PG-13,Super Hero,Graphic Novel/Game,Live Action,Action,0,2009-03-03, , , , , , , , , , , , ,,,
218070100,0,13 Hours: The Secret Soldiers of Benghazi,2016,50000000,52853219,16558151.00,R,Dramatization,Factual Book/Real Events,Live Action,Drama,0, , , , , , , , , , , , , ,,,
244750100,0,A Dog's Purpose,2016,25000000,64321890,134100000.00,PG,Contemporary Fiction,Fiction Book/Short Story,Live Action,Drama,0, , , , , , , , , , , , , ,,,
207180100,0,A Monster Calls,2016,43000000,3740823,42681243.00,PG-13,Fantasy,Fiction Book/Short Story,Live Action,Drama,0, , , , , , , , , , , , , ,,,
200450100,0,Alice Through the Looking Glass,2016,170000000,77042381,200400000.00,PG,Fantasy,Fiction Book/Short Story,Animation/Live Action,Adventure,1, ,James Bobin,33,Johnny Depp,40000,Alan Rickman,25000,Anne Hathaway,11000,80806,30000,6.4,172575534.7,318217389.1,746005725.7,304749651.8
199970100,0,Alien: Covenant,2016,97000000,74262031,164600000.00,R,Science Fiction,Original Screenplay,Live Action,Horror,1, , , , , , , , , , , , , ,,,
151700100,0,All Eyez on Me,2016,45000000,44922302,9954553.00,R,Dramatization,Factual Book/Real Events,Live Action,Drama,0, , , , , , , , , , , , , ,,,
232880100,0,Almost Christmas,2016,17000000,42065185,428321.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0, , , , , , , , , , , , , ,,,
255340100,0,Annabelle: Creation,2016,15000000,102092201,203400000.00,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1, , , , , , , , , , , , , ,,,
229960100,0,Arrival,2016,47000000,100546139,102632733.00,PG-13,Science Fiction,Fiction Book/Short Story,Live Action,Drama,0, , , , , , , , , , , , , ,,,
192580100,0,Assassin's Creed,2016,125000000,54647948,185850000.00,PG-13,Science Fiction,Graphic Novel/Game,Live Action,Action,0, , , , , , , , , , , , , ,,,
230490100,0,Bad Moms,2016,20000000,113257297,68200000.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, ,Jon Lucas,24,Mila Kunis,15000,Jay Hernandez,1000,Jada Pinkett Smith,851,18786,18000,6.7,181457297,217505157.7,90957408.17,394499805
278880100,0,Ballerina,2016,30000000,21858070,75065000.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,0,2006-08-31, , , , , , , , , , , , ,,,
207170100,0,Ben-Hur,2016,95000000,26410477,62314623.00,PG-13,Historical Fiction,Fiction Book/Short Story,Live Action,Drama,0, ,Timur Bekmambetov,335,Morgan Freeman,11000,Ayelet Zurer,744,Moises Arias,635,13390,0,6.1,189543763.3,251062110.2,193230618.3,105334948.3
265500100,0,Blair Witch,2016,10000000,20777061,16716160.00,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0, , , , , , , , , , , , , ,,,
140300100,0,Bridget Jones's Baby,2016,35000000,24139805,179415762.00,R,Contemporary Fiction,Fiction Book/Short Story,Live Action,Romantic Comedy,1, , , , , , , , , , , , , ,,,
202820100,0,Captain America: Civil War,2016,250000000,408084349,745220146.00,PG-13,Super Hero,Graphic Novel/Game,Live Action,Action,1, ,Anthony Russo,94,Robert Downey Jr.,21000,Scarlett Johansson,19000,Chris Evans,11000,64798,72000,8.2,666036131.3,458103938.7,465751806.4,258357869.5
141800100,0,Central Intelligence,2016,50000000,127440871,89755940.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, ,Rawson Marshall Thurber,43,Dwayne Johnson,12000,Thomas Kretschmann,919,Megan Park,569,14569,10000,6.6,242506543.5,215092921.9,169946933.2,111246360
142380100,0,Deadpool,2016,58000000,363070709,437958540.00,R,Super Hero,Graphic Novel/Game,Live Action,Action,0, ,Tim Miller,84,Ryan Reynolds,16000,Ed Skrein,805,Stefan Kapicic,361,18239,117000,8.1,801029249,256771215.8,435363872,801029249
266810100,0,Diary of a Wimpy Kid: The Long Haul,2016,22000000,20738724,14617218.00,PG,Contemporary Fiction,Fiction Book/Short Story,Live Action,Adventure,1, , , , , , , , , , , , , ,,,
218470100,0,Doctor Strange,2016,165000000,232641920,444900000.00,PG-13,Super Hero,Graphic Novel/Game,Live Action,Adventure,0,2007-08-14, , , , , , , , , , , , ,,,
232870100,0,Don't Breathe,2016,10000000,89217875,69829774.00,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0, , , , , , , , , , , , , ,,,
238820100,0,Everybody Wants Some,2016,10000000,3400278,2036848.00,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
209020100,0,Fantastic Beasts and Where to Find Them,2016,180000000,234037575,569760767.00,PG-13,Fantasy,Original Screenplay,Live Action,Adventure,0, , , , , , , , , , , , , ,,,
229480100,0,Fifty Shades Darker,2016,55000000,114434010,266647957.00,R,Contemporary Fiction,Fiction Book/Short Story,Live Action,Drama,1, , , , , , , , , , , , , ,,,
242090100,0,Fist Fight,2016,25000000,32187017,8100000.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
217870100,0,Florence Foster Jenkins,2016,29000000,27383770,16883871.00,PG-13,Dramatization,Factual Book/Real Events,Live Action,Drama,0, ,Stephen Frears,350,Meryl Streep,11000,Nina Arianda,183,John Sessions,83,11534,0,7.1,57056028.4,129166600.9,103542020,44267641
142620100,0,Ghostbusters,2016,144000000,128350574,100683476.00,PG-13,Science Fiction,Remake,Live Action,Comedy,1, ,Paul Feig,176,Ed Begley Jr.,783,Kate McKinnon,370,Zach Woods,322,2097,62000,5.5,192564921.3,88249252.67,229034050,229034050
235180100,0,Going in Style,2016,24000000,45018541,33695670.00,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
223030100,0,Hacksaw Ridge,2016,40000000,67209615,91492029.00,R,Dramatization,Factual Book/Real Events,Live Action,Drama,0, , , , , , , , , , , , , ,,,
230560100,0,Hell or High Water,2016,12000000,27007844,10576460.00,R,Contemporary Fiction,Original Screenplay,Live Action,Western,0, , , , , , , , , , , , , ,,,
241830100,0,Hidden Figures,2016,25000000,169387004,62193569.00,PG,Dramatization,Factual Book/Real Events,Live Action,Drama,0, , , , , , , , , , , , , ,,,
270420100,0,Home Again,2016,15000000,27020284,7230232.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0, , , , , , , , , , , , , ,,,
227470100,0,I Am Wrath,2016,18000000,,309608.00,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0, ,Chuck Russell,55,Sam Trammell,1000,Rebecca De Mornay,872,Amanda Schull,757,3212,0,5.2,309608,153738221,2299800.5,309608
201400100,0,Ice Age: Collision Course,2016,105000000,64063008,339778629.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,1, , , , , , , , , , , , , ,,,
147940100,0,Inferno,2016,75000000,34355263,185217614.00,PG-13,Contemporary Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,1, , , , , , , , , , , , , ,,,
240520100,0,Jack Reacher: Never Go Back,2016,60000000,58697076,101341331.00,PG-13,Contemporary Fiction,Fiction Book/Short Story,Live Action,Action,1, , , , , , , , , , , , , ,,,
200870100,0,Jason Bourne,2016,120000000,162192920,254004139.00,PG-13,Contemporary Fiction,Fiction Book/Short Story,Live Action,Action,0, ,Paul Greengrass,521,Matt Damon,13000,Riz Ahmed,365,Ato Essandoh,265,13752,31000,7.1,250832972,210945433.1,416197059,433072691
238230100,0,Jumanji: Welcome to the Jungle,2016,90000000,320537066,458887399.00,PG-13,Fantasy,Original Screenplay,Live Action,Adventure,1, , , , , , , , , , , , , ,,,
232910100,0,Keanu,2016,15000000,20591853,96288.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, ,Peter Atencio,10,Nia Long,826,Will Forte,622,Keegan-Michael Key,415,2958,0,6.4,20688141,79732286.67,86426991,186758834.5
251660100,0,Kicks,2016,10000000,150191,,R,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0, ,Justin Tipping,2,Tina Gilton,861,Natalie Stephany Aguilar,163,Justin Hall,102,1279,240,7.8,150191,150191,150191,150191
211450100,0,Kong: Skull Island,2016,185000000,168052812,393084915.00,PG-13,Science Fiction,Original Screenplay,Live Action,Adventure,0, , , , , , , , , , , , , ,,,
181360100,0,Kung Fu Panda 3,2016,140000000,143528619,375085764.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,1, ,Alessandro Carloni,5,J.K. Simmons,24000,Angelina Jolie Pitt,11000,Wayne Knight,967,36095,24000,7.2,518614383,195940359,362238441.3,386894149.3
230150100,0,La La Land,2016,20000000,151101803,280184569.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Musical,0, , , , , , , , , , , , , ,,,
264740100,0,Life,2016,58000000,30223972,70769288.00,R,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,2009-12-14,0,0,Adam Arkin,374,Brent Sexton,130,Damian Lewis,0,504,0,8.3, ,100993260,100993260,100993260
205120100,0,Logan,2016,127000000,226277068,389300000.00,R,Super Hero,Graphic Novel/Game,Live Action,Action,1,2010-09-10, , , , , , , , , , , , ,,,
252860100,1,Mei Ren Yu,2016,60720000,3229457,548969022.00,R,Science Fiction,Original Screenplay,Live Action,Romantic Comedy,0, , , , , , , , , , , , , ,,,
221570100,0,Mike and Dave Need Wedding Dates,2016,33000000,46009673,29900000.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
231670100,0,Miracles from Heaven,2016,13000000,61705123,12093597.00,PG,Dramatization,Factual Book/Real Events,Live Action,Drama,0, ,Patricia Riggen,36,Jennifer Garner,3000,Brighton Sharbino,3000,Martin Henderson,579,7833,16000,6.8,51099717.5,55280663.43,73798720,147730698
193730100,0,Miss Peregrine's Home for Peculiar Children,2016,110000000,87242834,209400000.00,PG-13,Fantasy,Fiction Book/Short Story,Animation/Live Action,Adventure,0, , , , , , , , , , , , , ,,,
264260100,0,Miss Sloane,2016,18000000,3500605,2411265.00,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0, , , , , , , , , , , , , ,,,
194150100,0,Moana,2016,150000000,248757044,390780164.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,0, , , , , , , , , , , , , ,,,
227640100,0,Money Monster,2016,27000000,41012075,52457624.00,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0, ,Jodie Foster,0,Julia Roberts,8000,Jack O'Connell,698,Chris Bauer,638,10894,0,6.7,49257868.5,97219462.89,128498761.5,121470365.7
208990100,0,Neighbors 2: Sorority Rising,2016,35000000,55340730,53417791.00,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1, ,Nicholas Stoller,89,Chloë Grace Moretz,17000,Ike Barinholtz,329,Kiersey Clemons,190,17860,0,6,127591137,129462267.2,290630938.8,108758521
254270100,0,Nerve,2016,20000000,38583626,23097166.00,PG-13,Contemporary Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,0, ,Henry Joost,24,Samira Wiley,646,Marc John Jefferies,441,Emily Meade,374,1780,0,7.1,61680792,61680792,61680792,39204131
229840100,0,Nocturnal Animals,2016,22500000,10663357,20424669.00,R,Contemporary Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,0, , , , , , , , , , , , , ,,,
215110100,0,Now You See Me 2,2016,90000000,65075540,263600000.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,1, ,Jon M. Chu,209,Daniel Radcliffe,11000,Morgan Freeman,11000,Sanaa Lathan,886,23031,15000,6.9,242334871.8,473766827,251062110.2,200755625
264670100,0,Office Christmas Party,2016,45000000,54767494,36575000.00,R,Contemporary Fiction,Fiction Book/Short Story,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
150680100,0,Passengers,2016,110000000,100014699,202197735.00,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,2008-09-26, , , , , , , , , , , , ,,,
227960100,0,Patriots Day,2016,40000000,31886361,20575000.00,R,Dramatization,Factual Book/Real Events,Live Action,Thriller/Suspense,0, , , , , , , , , , , , , ,,,
222040100,0,Pete's Dragon,2016,65000000,76233151,61535824.00,PG,Kids Fiction,Remake,Animation/Live Action,Adventure,0, , , , , , , , , , , , , ,,,
232090100,0,Popstar: Never Stop Never Stopping,2016,20000000,9496130,40990.00,R,Contemporary Fiction,TV,Live Action,Comedy,0, , , , , , , , , , , , , ,,,
232500100,0,Ratchet and Clank,2016,20000000,8813410,3000000.00,PG,Kids Fiction,Graphic Novel/Game,Animation,Adventure,0, , , , , , , , , , , , , ,,,
188680100,0,Resident Evil: The Final Chapter,2016,40000000,26844692,280509214.00,R,Science Fiction,Graphic Novel/Game,Live Action,Action,1, , , , , , , , , , , , , ,,,
204730100,0,Ride Along 2,2016,40000000,90862685,33964631.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1, ,Tim Story,167,Olivia Munn,2000,Nadine Velazquez,874,Bruce McGill,655,5178,0,5.9,115490703.3,66913632.75,95994974.25,108562697.7
222940100,0,Rings,2016,25000000,27793018,55198442.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0, , , , , , , , , , , , , ,,,
263890100,0,Rock Dog,2016,60000000,9420546,11410000.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,0, , , , , , , , , , , , , ,,,
209040100,0,Rogue One: A Star Wars Story,2016,200000000,532177324,518811164.00,PG-13,Science Fiction,Original Screenplay,Animation/Live Action,Adventure,0, , , , , , , , , , , , , ,,,
263130100,0,Rough Night,2016,20000000,22177334,24738714.00,R,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy,0, , , , , , , , , , , , , ,,,
263150100,0,Rules Don't Apply,2016,26700000,3652206,219242.00,PG-13,Historical Fiction,Fiction Book/Short Story,Live Action,Romantic Comedy,0, , , , , , , , , , , , , ,,,
208580100,0,Sausage Party,2016,19000000,97670358,43684036.00,R,Fantasy,Original Screenplay,Animation,Adventure,0, ,Greg Tiernan,5,James Franco,11000,Salma Hayek,4000,Anders Holm,365,15795,13000,7.5,141354394,173610214,176712101.6,76848513
145370100,0,Silence,2016,46500000,7100177,9051974.00,R,Historical Fiction,Fiction Book/Short Story,Live Action,Drama,0,2011-12-09, , , , , , , , , , , , ,,,
221790100,0,Sing,2016,75000000,270329045,363958695.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,0, , , , , , , , , , , , , ,,,
222960100,0,Star Trek Beyond,2016,185000000,158848340,177549972.00,PG-13,Science Fiction,TV,Live Action,Adventure,1, ,Justin Lin,681,Sofia Boutella,998,Melissa Roxburgh,119,Lydia Wilson,105,1327,30000,7.5,374720773.7,336398312,336398312,336398312
229900100,0,Storks,2016,70000000,72679278,101423003.00,PG,Kids Fiction,Original Screenplay,Animation,Adventure,0, , , , , , , , , , , , , ,,,
215980100,0,Suicide Squad,2016,175000000,325100054,421000000.00,PG-13,Super Hero,Graphic Novel/Game,Live Action,Action,0, ,David Ayer,452,Will Smith,10000,Robin Atkin Downes,336,Ike Barinholtz,329,11287,80000,6.9,219554252.8,393883319.3,746100054,290630938.8
233620100,0,Sully,2016,60000000,125070033,113482049.00,PG-13,Dramatization,Factual Book/Real Events,Live Action,Drama,0, , , , , , , , , , , , , ,,,
242810100,0,T2: Trainspotting,2016,18000000,2395410,39672020.00,R,Contemporary Fiction,Fiction Book/Short Story,Live Action,Drama,1, , , , , , , , , , , , , ,,,
214470100,0,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,135000000,82051601,163572247.00,PG-13,Super Hero,Graphic Novel/Game,Animation/Live Action,Adventure,1, ,Dave Green,13,Stephen Amell,5000,Noel Fisher,833,Brad Garrett,799,8306,12000,6.3,143899196.5,245623848,365314301,326099324.3
212090100,0,The 5th Wave,2016,38000000,34912982,76423416.00,PG-13,Science Fiction,Fiction Book/Short Story,Live Action,Action,0, ,J Blakeson,5,Chloë Grace Moretz,17000,Maggie Siff,1000,Nick Robinson,724,19974,14000,5.2,111336398,129462267.2,111336398,111336398
192320100,0,The Angry Birds Movie,2016,73000000,107509366,245320162.00,PG,Kids Fiction,Graphic Novel/Game,Animation,Adventure,0, ,Clay Kaytis,6,Peter Dinklage,22000,Josh Gad,1000,Keegan-Michael Key,415,24350,14000,6.3,352829528,313249256.6,475566007.8,186758834.5
209470100,0,The BFG,2016,140000000,55483770,144421454.00,PG,Kids Fiction,Fiction Book/Short Story,Animation/Live Action,Adventure,0, ,Steven Spielberg,14000,Mark Rylance,535,Penelope Wilton,400,Rafe Spall,358,1950,27000,6.8,325538267.2,125386663,167272502,220719111.8
228430100,0,The Birth of a Nation,2016,10000000,15861566,986313.00,R,Dramatization,Factual Book/Real Events,Live Action,Drama,0, ,Nate Parker,664,Jason Stuart,990,Nate Parker,664,Aunjanue Ellis,400,3525,0,5.4,16847879,16847879,60920091.83,25093873.5
209320100,0,The Boss Baby,2016,125000000,175003033,317314301.00,PG,Kids Fiction,Fiction Book/Short Story,Animation,Adventure,0, , , , , , , , , , , , , ,,,
231580100,0,The Circle,2016,18000000,20497844,20154020.00,PG-13,Science Fiction,Fiction Book/Short Story,Live Action,Thriller/Suspense,0, ,Jafar Panahi,397,Fereshteh Sadre Orafaiy,5,Nargess Mamizadeh,0,Mojgan Faramarzi,0,5,697,7.5,40651864,40651864,40651864,40651864
204340100,0,The Conjuring 2: The Enfield Poltergeist,2016,40000000,102470008,208800000.00,R,Fantasy,Original Screenplay,Live Action,Horror,1, , , , , , , , , , , , , ,,,
229550100,0,The Fate of the Furious,2016,250000000,225764765,1011701261.00,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1, , , , , , , , , , , , , ,,,
218740100,0,The Finest Hours,2016,70000000,27569558,21683203.00,PG,Dramatization,Factual Book/Real Events,Live Action,Thriller/Suspense,0, ,Craig Gillespie,44,Michael Raymond-James,788,Abraham Benrubi,562,Graham McTavish,531,3524,12000,6.8,35067110.25,30101957,350690294.5,74690319.67
208700100,0,The Forest,2016,10000000,26594261,13984957.00,PG-13,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,0,2009-09-01,Jason Zada,4,Eoin Macken,533,Stephanie Vogt,35,Gen Seto,4,578,10000,4.8,40579218,40579218,40579218,40579218
220760100,0,The Founder,2016,15000000,12786243,5515175.00,PG-13,Dramatization,Factual Book/Real Events,Live Action,Drama,0, , , , , , , , , , , , , ,,,
